Vachana,Vachanakaara,Pen_Name
"ನೋಡಿಹೆನೆಂದಡೆ ದೃಷ್ಟಿಮರೆಯಾಯಿತ್ತು.
ಕೂಡಿಹೆನೆಂದಡೆ ಭಾವ ಮರೆಯಾಯಿತ್ತು.
ಏನೆಂಬೆನೆಂತೆಂಬೆನಯ್ಯಾ ?
ಅರಿದಿಹೆನೆಂದಡೆ ಮರಹು ಮರೆಯಾಯಿತ್ತು.
ನಿನ್ನ ಮಾಯೆಯನತಿಗಳೆವಡೆ ಎನ್ನಳವೆ ? ಕಾಯಯ್ಯಾ ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಾ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಮಧ್ಯಾಹ್ನದಿಂದ ಮೇಲೆ ಹಿರಿಯರಿಲ್ಲ.
ಅಸ್ತಮಾನದಿಂದ ಮೇಲೆ ಜಿತೇಂದ್ರಿಯರಿಲ್ಲ.
ವಿಧಿಯ ಮೀರುವ ಅಮರರಿಲ್ಲ.
ಕ್ಷುಧೆ ವಿಧಿ ವ್ಯಸನಕ್ಕಂಜಿ,
ನಾ ನಿಮ್ಮ ಮರೆಹೊಕ್ಕು ಬದುಕಿದೆನು ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಾ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ತನುವನೆಲ್ಲವ ಜರಿದು ಮನವ ನಿಮ್ಮೊಳಗಿರಿಸಿ,
ಘನಸುಖದಲೋಲಾಡುವ ಪರಿಯ ತೋರಯ್ಯಾ ಎನಗೆ.
ಭಾವವಿಲ್ಲದ ಬಯಲಸುಖವು ಭಾವಿಸಿದಡೆಂತಹುದು
ಬಹುಮುಖರುಗಳಿಗೆ ?
ಕೇಳಯ್ಯಾ, ಶ್ರೀಶೈಲ ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನದೇವಾ ನಾನಳಿದು ನೀನುಳಿದ ಪರಿಯ
ತೋರಯ್ಯಾ ಪ್ರಭುವೆ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಬಯಲು ಲಿಂಗವೆಂಬೆನೆ ? ಬಗಿದು ನಡೆವಲ್ಲಿ ಹೋಯಿತ್ತು.
ಬೆಟ್ಟ ಲಿಂಗವೆಂಬೆನೆ ? ಮೆಟ್ಟಿ ನಿಂದಲ್ಲಿ ಹೋಯಿತ್ತು.
ತರುಮರಾದಿಗಳು ಲಿಂಗವೆಂಬೆನೆ ?ತರಿದಲ್ಲಿ ಹೋಯಿತ್ತು.
ಲಿಂಗ ಜಂಗಮದ ಪಾದವೇ ಗತಿಯೆಂದು ನಂಬಿದ
ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಾ, ಸಂಗನಬಸವಣ್ಣನ ಮಾತು ಕೇಳದೆ ಕೆಟ್ಟೆನಯ್ಯಾ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ರತ್ನದ ಸಂಕೋಲೆಯಾದಡೆ ತೊಡರಲ್ಲವೆ ?
ಮುತ್ತಿನ ಬಲೆಯಾದಡೆ ಬಂಧನವಲ್ಲವೆ ?
ಚಿನ್ನದ ಕತ್ತಿಯಲ್ಲಿ ತಲೆಹೊಯ್ದಡೆ ಸಾಯದಿರ್ಪರೆ ?
ಲೋಕದ ಭಜನೆಯ ಭಕ್ತಿಯಲ್ಲಿ ಸಿಲುಕಿದಡೆ ಜನನಮರಣ ಬಿಡುವುದೆ
ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಾ ?
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಅಲ್ಲದವರೊಡನಾಡಿ ಎಲ್ಲಾ ಸಂಗವ ತೊರೆದೆ ನಾನು.
ನಾರಿ ಸಂಗವತೊರೆದೆ, ನೀರ ಹೊಳೆಯ ತೊರೆದೆ ನಾನು.
ಎನ್ನ ಮನದೊಡೆಯ ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನನ ಕೂಡುವ ಭರದಿಂದ
ಎಲ್ಲಾ ಸಂಗವ ತೊರೆದೆ ನಾನು.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಆದಿ ಅನಾದಿಗಳಿಂದತ್ತಲಯ್ಯಾ ಬಸವಣ್ಣನು.
ಮೂದೇವರ ಮೂಲಸ್ಥಾನವಯ್ಯಾ ಬಸವಣ್ಣನು.
ನಾದ ಬಿಂದು ಕಳಾತೀತ ಆದಿ ನಿರಂಜನನಯ್ಯಾ ಬಸವಣ್ಣನು.
ಆ ನಾದಸ್ವರೂಪೇ ಬಸವಣ್ಣನಾದ ಕಾರಣ,
ಆ ಬಸವಣ್ಣನ ಶ್ರೀಪಾದಕ್ಕೆ ನಮೋ ನಮೋ ಎನುತಿರ್ದೆನು ಕಾಣಾ
ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಯ್ಯಾ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಎಳೆವರದಲ್ಲಿ ಮೋಹಮೊಳೆ ಹುಟ್ಟಿತ್ತು,
ಗುರುಹಸ್ತದಲ್ಲಿ ಅಂಕುರವಾಯಿತ್ತು,
ಏಳೆಲೆ ಹೋಯಿತ್ತು ಬಳಗದ ನಡುವೆ.
ಕೇಳೆಲೆಯವ್ವಾ, ನೀನು ಕೇಳು ತಾಯೆ.
ಒಂಬತ್ತೆಲೆ ಎಂದಿಂಗೆ ಪರಿಪೂರ್ಣವಾಯಿತ್ತು ನೋಡವ್ವಾ.
ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನನೆ ಗಂಡನೆನಗೆ
ಲೋಕದವರ ಸಂಬಂಧವಿಲ್ಲೆಂದು ಬಿಟ್ಟು ತೊಲಗಿದೆನು ಕಾಣಾ ಎಲೆಯವ್ವಾ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ನಿತ್ಯವೆಂಬ ನಿಜಪದವೆನ್ನ ಹತ್ತೆಸಾರ್ದು ಕಂಡಬಳಿಕ
ಚಿತ್ತ ಕರಗಿ ಮನ ಕೊರಗಿ ಹೃದಯವರಳಿತ್ತು ನೋಡಯ್ಯಾ.
ಒತ್ತಿ ಬಿಗಿದ ಸೆರೆಯೊಳಗೆ ಅತ್ತಿತ್ತಲೆಂದರಿಯದೆ
ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನನ ಪಾದದಲ್ಲಿ ಮರೆದೊರಗಿದೆ ನೋಡಯ್ಯಾ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಅಯ್ಯಾ, ನಿಮ್ಮ ಸಜ್ಜನ ಸದ್ಭಕ್ತರ ಕಂಡೆನಾಗಿ,
ಎನ್ನ ಕಂಗಳ ಪಟಲ ಹರಿಯಿತ್ತಿಂದು.
ಅಯ್ಯಾ, ನಿಮ್ಮ ಸಜ್ಜನಸದ್ಭಕ್ತರ ಶ್ರೀಚರಣಕ್ಕೆರಗಿದೆನಾಗಿ,
ಎನ್ನ ಹಣೆಯ ಲಿಖಿತ ತೊಡೆಯಿತ್ತಿಂದು.
ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಯ್ಯಾ,
ನಿಮ್ಮ ಶರಣ ಸಂಗನಬಸವಣ್ಣನ ಪಾದವ ಕಂಡು
ಮಿಗೆ ಮಿಗೆ ನಮೋ ನಮೋ ಎನುತಿರ್ದೆನಯ್ಯಾ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಬಟ್ಟಿಹ ಮೊಲೆಯ ಭರದ ಜವ್ವನದ ಚಲುವ ಕಂಡು ಬಂದಿರಣ್ಣಾ.
ಅಣ್ಣಾ, ನಾನು ಹೆಂಗೂಸಲ್ಲ ; ಅಣ್ಣಾ, ನಾನು ಸೂಳೆಯಲ್ಲ.
ಅಣ್ಣಾ, ಮತ್ತೆ ನನ್ನ ಕಂಡು ಕಂಡು ಆರೆಂದು ಬಂದಿರಣ್ಣಾ ?
ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನನಲ್ಲದ ಮಿಕ್ಕಿನ ಪರಪುರುಷನು ನಮಗಾಗದ ಮೋರೆ
ನೋಡಣ್ಣಾ ?
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಧನದ ಮೇಲೆ ಬಂದವರೆಲ್ಲ ಅನುಸರಿಗಳಲ್ಲದೆ
ಆಗುಮಾಡಬಂದವರಲ್ಲ.
ಮನದ ಮೇಲೆ ಬಂದು ನಿಂದು ಜರೆದು ನುಡಿದು
ಪಥವ ತೋರಬಲ್ಲಡಾತನೆ ಸಂಬಂಧಿ.
ಹಾಗಲ್ಲದೆ ಅವರಿಚ್ಚೆಯ ನುಡಿದು ತನ್ನುದರವ ಹೊರೆವ ಬಚ್ಚಣಿಗಳ
ಮಚ್ಚುವನೆ ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ ?
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ವಿರಕ್ತಿ ವಿರಕ್ತಿ ಎಂಬರು ವಿರಕ್ತಿಯ ಪರಿ ಎಂತುಂಟು ಹೇಳಿರಯ್ಯಾ.
ಕಟ್ಟಿದ ಲಿಂಗವ ಕೈಯಲ್ಲಿ ಹಿಡಿದಿದ್ದರೆ ವಿರಕ್ತನೆ ?
ಹುಟ್ಟು ಕೆತ್ತುವ ಡೊಂಬನಂತೆ
ಬಿಟ್ಟಮಂಡೆಯ ಕೇಶವ ನುಣ್ಣಿಸಿ ಬಣ್ಣಿಸಿ,
ಎಣ್ಣೆಯ ಗಂಟ ಹಾಕಿದಡೆ ವಿರಕ್ತನೆ ?
ಕಟ್ಟುಹರಿದ ಪಂಜಿನಂತೆ,
ಬಿಟ್ಟಮಂಡೆಯ ಕಟ್ಟದಿರ್ದಡೆ ವಿರಕ್ತನೆ ?
ಹರದನಂತೆ ಹೇಸಿಯಾಗಿರ್ದಡೆ ವಿರಕ್ತನೆ ?
ಮೂಗನಂತೆ ಮಾತನಾಡದಿರ್ದಡೆ ವಿರಕ್ತನೆ ?
ಹೊನ್ನು ಹೆಣ್ಣು ಮಣ್ಣ ಬಿಟ್ಟು
ಅಡವಿಯಾರಣ್ಯದಲ್ಲಿರ್ದಡೆ ವಿರಕ್ತನೆ ?ಅಲ್ಲ.
ವಿರಕ್ತನ ಪರಿಯೆಂತೆಂದೊಡೆ
ಒಡಲ ಹುಡಿಗುಟ್ಟಿ, ಮೃಡನೊಳೆಡದೆರಹಿಲ್ಲದಿರಬಲ್ಲಡೆ ವಿರಕ್ತನಪ್ಪನು.
ಅಲ್ಲದಿರ್ದಡೆ ಮೈಲಾರಿ ಮಲ್ಲಿ ಗೊರವಿಯಲ್ಲವೆ ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಾ ?
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಮನವೆಲ್ಲಾ ಕಲ್ಪತರು, ಗಿಡವೆಲ್ಲಾ ಮರುಜವಣಿ,
ಶಿಲೆಗಳೆಲ್ಲಾ ಪರುಷ, ನೆಲವೆಲ್ಲಾ ಅವಿಮುಕ್ತಿಕ್ಷೇತ್ರ.
ಜಲವೆಲ್ಲಾ ನಿರ್ಜರಾಮೃತ, ಮೃಗವೆಲ್ಲಾ ಪುರುಷಾಮೃಗ,
ಎಡಹುವ ಹರಳೆಲ್ಲಾ ಚಿಂತಾಮಣಿ.
ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಯ್ಯನ ನಚ್ಚಿನ ಗಿರಿಯ ಸುತ್ತಿ, ನೋಡುತ್ತ ಬಂದು
ಕದಳಿಯ ಬನವ ಕಂಡೆ ನಾನು.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಅಗ್ನಿ ಸರ್ವವ್ಯಾಪಕನಾಗಿರುವಂತೆ,
ಚಿದ್ವಹ್ನಿರೂಪನಾದ ಶಿವನು ಸರ್ವವ್ಯಾಪಕನಾಗಿರ್ಪನು.
ಹೃದಯಕಮಲವು ಮುಕುರದೋಪಾದಿಯಲ್ಲಿ ಪ್ರಕಾಶಿಸುತಿರ್ದಪುದು.
ಆ ಕನ್ನಡಿಯೋಪಾದಿಯ ಹೃದಯಕಮಲದಲ್ಲಿ
ವ್ಯಾಪಕನಾದ ಶಿವನು,
ಆತ್ಮನೆನಿಸಿಕೊಂಡು ಪ್ರತಿಬಿಂಬಿಸುತಿರ್ದಪನು.
ವೇದೋಪನಿಷದ್ಗಾಯತ್ರಿ ಪ್ರಸಿದ್ಧವಾದೀ ರಹಸ್ಯವ
ಗುರೂಪದೇಶದಿಂ ತಿಳಿವುದಯ್ಯ
ಶ್ರೀ ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನದೇವಾ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಉಳುಹುವ, ಕರವ ನೇಹವುಂಟೆ ನಿಮ್ಮಲ್ಲಿ
ಸಂಸಾರಕ್ಕೆಡೆಯಾ [ಡದ] ಭಕ್ತಿಯೊಳವೆ
ಎನ್ನದೇವ ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಯ್ಯಾ, ಏನ ಹೇಳುವೆನಯ್ಯ ಲಜ್ಜೆಯ
ಮಾತನು
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಇಂದ್ರಿಯವ ಬಿಟ್ಟು ಕಾಯವಿರದು ;
ಕಾಯವ ಬಿಟ್ಟು ಇಂದ್ರಿಯವಿರದು.
ಎಂತು ನಿಃಕಾಮಿಯೆಂಬೆ, ಎಂತು ನಿರ್ದೋಷಿಯೆಂಬೆ
ನೀನೊಲಿದಡೆ ಸುಖಿಯಾಗಿಪ್ಪೆ,
ನೀನೊಲ್ಲದಿರೆ ದುಃಖಿಯಾಗಿಪ್ಪೆನಯ್ಯಾ, ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಾ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಆಲಿಸೆನ್ನ ಬಿನ್ನಪವ, ಲಾಲಿಸೆನ್ನ ಬಿನ್ನಪವ, ಪಾಲಿಸೆನ್ನ ಬಿನ್ನಪವ.
ಎಕೆನ್ನ ಮೊರೆಯ ಕೇಳೆಯಯ್ಯಾ ತಂದೆ
ನೀನಲ್ಲದೆ ಮತ್ತಿಲ್ಲ ಮತ್ತಿಲ್ಲ.
ನೀನೆ ಎನಗೆ ಗತಿ, ನೀನೆ ಎನಗೆ ಮತಿಯಯ್ಯಾ, ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಯ್ಯಾ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ವಿಷಯದ ಸುಖ ವಿಷವೆಂದರಿಯದ ಮರುಳೆ,
ವಿಷಯಕ್ಕೆ ಅಂಗವಿಸದಿರಾ.
ವಿಷಯದಿಂದ ಕೆಡನೆ ರಾವಣನು
ವಿಷಯದಿಂದ ಕೆಡನೆ ದೇವೇಂದ್ರನು ?
ವಿಷಯದಿಂದಾರು ಕೆಡರು ಮರುಳೆ ?
ವಿಷಯ ನಿರ್ವಿಷಯವಾಯಿತ್ತೆನಗೆ ನಿನ್ನಲ್ಲಿ.
ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಂಗೆ ಒಲಿದವಳ ನೀನಪ್ಪಿಹೆನೆಂದಡೆ ಒಣಗಿದ ಮರನಪ್ಪುವಂತೆ
ಕಾಣಾ
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಬಯಲಿಂದ ಹುಟ್ಟಿದ ಪರವೆಂಬ ತಾಯಿಗೆ
ಐವರು ಮಕ್ಕಳು ಜನಿಸಿದರು.
ಒಬ್ಬ ಭಾವರೂಪ, ಒಬ್ಬ ಪ್ರಾಣರೂಪ ;
ಒಬ್ಬ ಐಮುಖವಾಗಿ ಕಾಯರೂಪಾದ ;
ಇಬ್ಬರು ಉತ್ಪತ್ತಿ ಸ್ಥಿತಿಗೆ ಕಾರಣವಾದರು.
ಐಮುಖನರಮನೆ ಸುಖವಿಲ್ಲೆಂದು
ಕೈಲಾಸವ ಹೊಗೆನು, ಮತ್ರ್ಯಕ್ಕೆ ಅಡಿ ಇಡೆನು ; ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನದೇವಾ,
ನೀನೇ ಸಾಕ್ಷಿ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಭವಭವದಲ್ಲಿ ತೊಳಲಿ ಬಳಲಿತ್ತೆನ್ನಮನ,
ಆನೇವೆನಯ್ಯಾ ?
ಹಸಿದುಂಡಡೆ ಉಂಡು ಹಸಿವಾಯಿತ್ತು.
ಇಂದು ನೀನೊಲಿದೆಯಾಗಿ,
ಎನಗೆ ಅಮೃತದ ಆಪ್ಯಾಯನವಾಯಿತ್ತು.
ಇದು ಕಾರಣ, ನೀನಿಕ್ಕಿದ ಮಾಯೆಯನಿನ್ನು ಮುಟ್ಟಿದೆನಾದಡೆ ಆಣೆ, ನಿಮ್ಮಾಣೆ
ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಾ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ನಿಮ್ಮ ನಿಲವಿಂಗೆ ನೀವು ನಾಚಬೇಡವೆ ?
ಅನ್ಯರ ಕೈಯಲ್ಲಿ ಅಲ್ಲ ಎನಿಸಿಕೊಂಬ ನಡೆನುಡಿ ಏಕೆ ?
ಅಲ್ಲ ಎನಿಸಿಕೊಂಬುದರಿಂದ
ಆ ಕ್ಷಣವೆ ಸಾವುದು ಲೇಸು ಕಾಣಾ ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಾ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಐದು ಪರಿಯ ಬಣ್ಣವ ತಂದು ಕೊಟ್ಟಡೆ
ನಾಲ್ಕು ಮೊಲೆಯ ಹಸುವಾಯಿತ್ತು.
ಹಸುವಿನ ಬಸಿರಲ್ಲಿ ಕರುವು ಹುಟ್ಟಿತ್ತು.
ಕರುವ ಮುಟ್ಟಲೀಯದೆ ಹಾಲು ಕರೆದುಕೊಂಡಡೆ
ಕರ ರುಚಿಯಾಯಿತ್ತು.
ಮಧುರ ತಲೆಗೇರಿ ಅರ್ಥವ ನೀಗಾಡಿ
ಆ ಕರುವಿನ ಬೆಂಬಳಿವಿಡಿದು ಭವಹರಿಯಿತ್ತು ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಾ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಕಾಮಾರಿಯ ಗೆಲಿದನು ಬಸವಾ ನಿಮ್ಮಿಂದ.
ಸೋಮಧರನ ಹಿಡಿತಪ್ಪೆನು ಬಸವಾ ನಿಮ್ಮ ಕೃಪೆಯಿಂದ.
ನಾಮದಲ್ಲಿ ಹೆಂಗೂಸೆಂಬ ಹೆಸರಾದಡೇನು ?
ಭಾವಿಸಲು ಗಂಡು ರೂಪು ಬಸವಾ ನಿಮ್ಮ ದಯದಿಂದ.
ಅತಿಕಾಮಿ ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಂಗೆ ತೊಡರಿಕ್ಕಿ ಎರಡುವರಿಯದೆ ಕೂಡಿದೆನು
ಬಸವಾ ನಿಮ್ಮ ಕೃಪೆಯಿಂದ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಸಪ್ತಧಾತುಗಳಿಂದ ಬಳಸಲ್ಪಟ್ಟ ಈ ಶರೀರವೆ
ಶಿವನ ಪಟ್ಟಣವೆಂದು ಹೇಳಲ್ಪಟ್ಟಿತ್ತು.
ಈ ಪಿಂಡವೆಂಬ ಪಟ್ಟಣದಲ್ಲಿ
ಸೂಕ್ಷ್ಮವಾದಂಥಧಾರಾಕಾಶದಿಂದ ಮನೋಹರವಾಗಿದ್ದ
ಹೃದಯಕಮಲವೆ ಅಂತಃಪುರವು.
ಅಲ್ಲಿ ನಿತ್ಯಪರಿಪೂರ್ಣತ್ವದಿಂದ ಸಿದ್ಧನಾಗಿ ಸಚ್ಚಿದಾನಂದವೇ
ಕುರುಹಾಗುಳ್ಳ ಪರಮಶಿವನು ಜಲದಲ್ಲಿ ತೋರುತ್ತಿರ್ದ
ಆಕಾಶದೋಪಾದಿಯಲ್ಲಿ ಪ್ರತ್ಯಕ್ಷವಾಗಿ
ಪ್ರಕಾಶವೇ ಸ್ವರೂಪವಾಗುಳ್ಳಾತನಾಗಿ ಇರುತಿರ್ದನು.
ಆ ಜಲಮಧ್ಯದಲ್ಲಿಯ ಆಕಾಶ ಬಿಂಬದಲ್ಲಿರುತಿರ್ದ
ಘಟಾಕಾಶದೋಪಾದಿಯಲ್ಲಿ
[ಅ]ಖಂಡಿತನಾಗಿರ್ದ ಚಿದ್ರೂಪನಾದ ಶಿವನನು ಭಾವಿಸುವುದಯ್ಯ ಶ್ರೀ
ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನದೇವಾ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ನಾಳೆ ಬರುವುದು ನಮಗಿಂದೆ ಬರಲಿ,
ಇಂದು ಬರುವುದು ನಮಗೀಗಲೆ ಬರಲಿ ;
ಆಗೀಗ ಎನ್ನದಿರೊ, ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಾ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ನಿತ್ಯತೃಪ್ತಂಗೆ ನೈವೇದ್ಯದ ಹಂಗೇತಕ್ಕೆ ?
ಸುರಾಳ ನಿರಾಳಂಗೆ ಮಜ್ಜನದ ಹಂಗೇತಕ್ಕೆ ?
ಸ್ವಯಂಜ್ಯೋತಿರ್ಮಯಂಗೆ ದೀಪಾರಾಧನೆಯ ಹಂಗೇತಕ್ಕೆ ?
ಸುವಾಸನೆ ಸೂಕ್ಷ್ಮಗಂಧ ಕರ್ಪೂರಗೌರಂಗೆ ಪುಷ್ಪದ ಹಂಗೇತಕ್ಕೆ ?
ಮಾಟದಲಿ ಮನ ನಂಬುಗೆಯಿಲ್ಲದ, ಅಹಂಕಾರಕ್ಕೀಡಾದ,
ಭಕ್ತಿಯೆಂಬ ಪಸಾರವನಿಕ್ಕಿ
ಹೊಲೆಹದಿನೆಂಟುಜನ್ಮವ ಹೊರೆವುದರಿಂದ
ಅಂಗೈಯಲೊರಸಿ ಮುಕ್ತಿಯ
ಮೂಲ ಶಿಖಿರಂಧ್ರದ ಕಾಮನ ಸುಟ್ಟು
ಶುದ್ಭಸ್ಫಟಿಕ ಸ್ವಯಂಜ್ಯೋತಿಯನು
ಸುನಾಳದಿಂದ ಹಂ ಕ್ಷಂ ಎಂಬೆರಡಕ್ಷರವ
ಸ್ವಯಾನುಭಾವಭಕ್ತಿನಿರ್ವಾಣವಾದವರನೆನಗೊಮ್ಮೆ ತೋರಿದೆ. ಶ್ರೀಗಿರಿ ಚೆನ್ನ
ಮಲ್ಲಿಕಾರ್ಜುನಾ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಉರಿಯ ಫಣಿಯನುಟ್ಟು ಊರಿಂದ ಹೊರಗಿರಿಸಿ,
ಕರೆಯಲಟ್ಟಿದ ಸಖಿಯ ನೆರೆದ ನೋಡೆಲೆಗವ್ವಾ.
ತೂರ್ಯಾವಸ್ಥೆಯಲ್ಲಿ ತೂಗಿ ತೂಗಿ ನೋಡಿ
ಬೆರಗಾಗಿ ನಿಲಲಾರೆನವ್ವಾ.
ಆರವಸ್ಥೆ ಕರ ಹಿರಿದು ಎಲೆ ತಾಯೆ.
ಗಿರಿ ಬೆಂದು ತರುವುಳಿದು ಹೊನ್ನರಳೆಯ ಮರನುಲಿವಾಗ ಹಿರಿಯತನಗೆಡಿಸಿ
ನೆರೆವೆನು ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನನ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಅಂಗದಲ್ಲಿ ಆಚಾರವ ತೋರಿದ
ಆ ಆಚಾರವೇ ಲಿಂಗವೆಂದರುಹಿದ.
ಪ್ರಾಣದಲ್ಲಿ ಅರಿವ ನೆಲೆಗೊಳಿಸಿದ
ಆ ಅರಿವೆ ಜಂಗಮವೆಂದು ತೋರಿದ.
ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನನ ಹೆತ್ತ ತಂದೆ ಸಂಗನಬಸವಣ್ಣನು
ಎನಗೀ ಕ್ರಮವನರುಹಿದನಯ್ಯ ಪ್ರಭುವೆ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
"ಕೊಳಲ ದನಿಗೆ ಸರ್ಪ ತಲೆದೂಗಿದಡೇನು,
ಒಳಗಣ ವಿಷದ ಬಯಕೆ ಬಿಡದನ್ನಕ್ಕ ?
ಹಾಡಿದಡೇನು, ಕೇಳಿದಡೇನು,
ತನ್ನಲುಳ್ಳ ಅವಗುಣ ಬಿಡದನ್ನಕ್ಕ ?
ಒಳಗನರಿದು ಹೊರಗೆ ಮರೆದವರ ನೀ ಎನಗೆ ತೋರಯ್ಯಾ
ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನಾ.
",ಅಕ್ಕಮಹಾದೇವಿ,ಚೆನ್ನಮಲ್ಲಿಕಾರ್ಜುನ
